probe	locus
OsAffx.16613.1.S1_at	LOC_Os07g38390
Os.11698.1.S1_at	LOC_Os07g38400
Os.24649.1.S1_at	LOC_Os07g38430
Os.53714.1.S1_at	LOC_Os07g38440
OsAffx.16614.1.S1_x_at	LOC_Os07g38440
Os.22714.1.A1_at	LOC_Os07g38460
Os.52469.1.S1_at	LOC_Os07g38470
Os.15805.1.S1_at	LOC_Os07g38480
Os.48830.1.S1_at	LOC_Os07g38490
Os.2221.1.S1_a_at	LOC_Os07g38530
Os.7072.1.S1_at	LOC_Os07g38540
Os.5063.1.S1_at	LOC_Os07g38550
Os.23379.1.A1_at	LOC_Os07g38560
OsAffx.28813.1.S1_at	LOC_Os07g38570
Os.25013.1.S1_x_at	LOC_Os07g38580
Os.26705.1.S1_at	LOC_Os07g38590
Os.7666.1.S1_at	LOC_Os07g38610
Os.5497.1.S1_a_at	LOC_Os07g38620
OsAffx.5568.1.S1_at	LOC_Os07g38630
Os.49280.1.A1_at	LOC_Os07g38664
Os.9504.1.S1_at	LOC_Os07g38730
OsAffx.5570.1.S1_at	LOC_Os07g38760
Os.8390.1.S1_s_at	LOC_Os07g38790
Os.27477.1.S1_at	LOC_Os07g38830
Os.16563.1.S1_at	LOC_Os07g38840
OsAffx.5572.1.S1_at	LOC_Os07g38930
Os.57174.1.S1_at	LOC_Os07g38940
Os.38799.1.S1_at	LOC_Os07g38970
Os.36711.1.S1_at	LOC_Os07g38990
Os.11693.1.S1_at	LOC_Os07g39010
Os.48332.1.A1_s_at	LOC_Os07g39010
Os.47591.1.S1_s_at	LOC_Os07g39070
OsAffx.16625.1.S1_at	LOC_Os07g39090
Os.55217.1.S1_at	LOC_Os07g39110
OsAffx.16631.1.S1_at	LOC_Os07g39210
Os.54781.1.S1_at	LOC_Os07g39220
Os.23416.1.S1_at	LOC_Os07g39270
Os.23416.1.S1_x_at	LOC_Os07g39270
Os.23416.2.S1_at	LOC_Os07g39270
Os.47410.1.S1_at	LOC_Os07g39280
Os.8749.1.S1_at	LOC_Os07g39300
Os.51596.1.S1_at	LOC_Os07g39310
OsAffx.5576.1.S1_at	LOC_Os07g39310
Os.6931.1.S1_at	LOC_Os07g39350
Os.6256.1.S1_a_at	LOC_Os07g39390
Os.46375.1.S1_at	LOC_Os07g39400
Os.10501.1.S1_at	LOC_Os07g39430
Os.10061.1.S1_at	LOC_Os07g39470
Os.18862.1.S1_at	LOC_Os07g39480
Os.27881.1.S1_s_at	LOC_Os07g39510
Os.7129.1.S1_at	LOC_Os07g39510
OsAffx.16641.1.S1_at	LOC_Os07g39510
Os.16320.1.S1_at	LOC_Os07g39520
Os.54251.1.S1_at	LOC_Os07g39530
Os.47058.1.S1_at	LOC_Os07g39560
Os.27414.1.S1_a_at	LOC_Os07g39590
Os.27414.1.S1_at	LOC_Os07g39590
Os.10483.1.S1_at	LOC_Os07g39620
Os.4847.1.S1_at	LOC_Os07g39630
Os.12248.1.S1_at	LOC_Os07g39680
OsAffx.22380.1.S1_x_at	LOC_Os07g39680
Os.7319.1.S1_at	LOC_Os07g39690
OsAffx.28826.1.S1_at	LOC_Os07g39700
Os.17310.1.S1_at	LOC_Os07g39710
Os.47746.1.A1_at	LOC_Os07g39730
Os.34438.1.S1_x_at	LOC_Os07g39740
Os.34438.2.A1_x_at	LOC_Os07g39740
Os.48184.1.A1_at	LOC_Os07g39750
Os.5789.1.S1_x_at	LOC_Os07g39750
OsAffx.28828.1.S1_at	LOC_Os07g39770
Os.18065.1.S1_at	LOC_Os07g39780
OsAffx.23037.1.S1_x_at	LOC_Os07g39780
Os.38056.1.S1_at	LOC_Os07g39800
Os.44172.1.S1_at	LOC_Os07g39810
Os.44171.1.S1_at	LOC_Os07g39820
Os.23129.1.A1_s_at	LOC_Os07g39840
Os.7763.1.S1_x_at	LOC_Os07g39850
OsAffx.5581.1.S1_at	LOC_Os07g39860
Os.7009.1.S1_at	LOC_Os07g39870
Os.22462.1.S1_at	LOC_Os07g39900
Os.50281.1.S1_at	LOC_Os07g39920
Os.50873.1.S1_x_at	LOC_Os07g39920
OsAffx.28832.1.S1_at	LOC_Os07g39940
Os.23164.1.S1_a_at	LOC_Os07g39980
Os.52902.1.S1_at	LOC_Os07g40000
Os.6835.1.S1_at	LOC_Os07g40030
OsAffx.16648.1.S1_at	LOC_Os07g40040
OsAffx.5582.1.S1_at	LOC_Os07g40120
Os.5095.1.S1_at	LOC_Os07g40130
OsAffx.28837.1.S1_at	LOC_Os07g40160
Os.18406.1.S1_at	LOC_Os07g40220
Os.48981.1.S1_at	LOC_Os07g40240
Os.26434.1.S1_at	LOC_Os07g40270
Os.11798.1.S1_at	LOC_Os07g40290
Os.7030.1.S1_s_at	LOC_Os07g40310
OsAffx.16652.1.S1_at	LOC_Os07g40380
Os.12844.1.A1_a_at	LOC_Os07g40450
Os.11003.1.S1_at	LOC_Os07g40460
Os.10536.1.S1_at	LOC_Os07g40480
Os.11524.1.S1_at	LOC_Os07g40510
Os.22263.1.S1_a_at	LOC_Os07g40550
Os.23384.1.A1_at	LOC_Os07g40570
Os.57480.1.S1_x_at	LOC_Os07g40580
Os.6385.1.S1_at	LOC_Os07g40580
Os.11328.1.S1_at	LOC_Os07g40620
Os.27488.1.S1_at	LOC_Os07g40630
Os.5141.1.S1_at	LOC_Os07g40640
OsAffx.16657.1.S1_at	LOC_Os07g40640
Os.46924.1.S1_at	LOC_Os07g40690
Os.35300.1.S1_at	LOC_Os07g40700
Os.14803.1.S1_at	LOC_Os07g40710
Os.50618.1.S1_at	LOC_Os07g40730
Os.50618.2.S1_x_at	LOC_Os07g40730
Os.50618.3.S1_at	LOC_Os07g40730
Os.53364.1.S1_at	LOC_Os07g40740
Os.53545.1.S1_at	LOC_Os07g40750
OsAffx.16658.1.S1_at	LOC_Os07g40770
Os.47385.1.S1_at	LOC_Os07g40790
Os.54224.1.S1_at	LOC_Os07g40790
Os.54224.1.S1_x_at	LOC_Os07g40790
Os.48371.1.S1_at	LOC_Os07g40800
OsAffx.16660.1.S1_at	LOC_Os07g40810
Os.17414.1.S1_at	LOC_Os07g40930
Os.46187.1.S1_at	LOC_Os07g40940
Os.12089.1.S1_at	LOC_Os07g40986
Os.12775.1.S1_at	LOC_Os07g41070
Os.49398.1.S1_at	LOC_Os07g41090
Os.52218.1.S1_x_at	LOC_Os07g41120
Os.12644.1.S1_at	LOC_Os07g41140
OsAffx.16669.1.S1_at	LOC_Os07g41160
OsAffx.5590.1.S1_at	LOC_Os07g41170
Os.6262.1.S1_at	LOC_Os07g41180
Os.7119.1.S1_at	LOC_Os07g41190
Os.27494.1.S1_at	LOC_Os07g41200
Os.53244.1.A1_at	LOC_Os07g41230
OsAffx.28856.1.S1_x_at	LOC_Os07g41240
Os.27386.1.S1_at	LOC_Os07g41250
Os.15461.1.S1_at	LOC_Os07g41260
Os.6393.1.S1_at	LOC_Os07g41280
Os.9592.1.S1_at	LOC_Os07g41310
Os.11994.1.S1_at	LOC_Os07g41330
Os.11994.1.S1_s_at	LOC_Os07g41330
Os.51451.1.S1_at	LOC_Os07g41340
OsAffx.16673.1.S1_s_at	LOC_Os07g41350
Os.5451.1.S1_at	LOC_Os07g41360
Os.4573.1.S1_at	LOC_Os07g41370
Os.10373.1.S1_at	LOC_Os07g41410
Os.9527.1.S1_at	LOC_Os07g41460
Os.18073.1.S1_at	LOC_Os07g41570
Os.50568.1.S1_x_at	LOC_Os07g41570
Os.49795.1.S1_at	LOC_Os07g41580
Os.56189.1.S1_at	LOC_Os07g41590
Os.4881.1.S1_s_at	LOC_Os07g41600
Os.6242.1.S1_s_at	LOC_Os07g41600
OsAffx.16677.1.S1_at	LOC_Os07g41600
Os.16757.1.S1_s_at	LOC_Os07g41640
Os.57169.1.S1_at	LOC_Os07g41660
Os.52740.1.S1_at	LOC_Os07g41694
Os.52740.1.S1_x_at	LOC_Os07g41694
Os.17625.1.S1_at	LOC_Os07g41710
Os.13736.1.S1_at	LOC_Os07g41720
Os.7400.1.S1_at	LOC_Os07g41730
Os.9870.1.S1_at	LOC_Os07g41740
Os.5498.1.S1_at	LOC_Os07g41750
Os.12302.1.S1_at	LOC_Os07g41790
Os.5260.1.S1_at	LOC_Os07g41800
Os.11984.1.S2_at	LOC_Os07g41820
Os.4114.1.S2_at	LOC_Os07g41900
Os.50913.1.S1_at	LOC_Os07g42080
Os.56038.1.S1_at	LOC_Os07g42104
Os.50176.1.S1_at	LOC_Os07g42140
Os.12326.1.S1_s_at	LOC_Os07g42160
Os.4720.1.S1_at	LOC_Os07g42170
Os.23210.1.S1_at	LOC_Os07g42180
Os.53190.1.S1_at	LOC_Os07g42200
Os.4972.1.S1_at	LOC_Os07g42280
OsAffx.5607.1.S1_x_at	LOC_Os07g42280
Os.12835.2.S1_a_at	LOC_Os07g42300
OsAffx.5608.1.S1_at	LOC_Os07g42324
Os.51960.1.S1_at	LOC_Os07g42354
OsAffx.28872.1.S1_at	LOC_Os07g42354
Os.12710.1.S1_at	LOC_Os07g42370
Os.22918.1.S1_a_at	LOC_Os07g42380
Os.26610.1.S1_a_at	LOC_Os07g42390
Os.26610.2.S1_s_at	LOC_Os07g42390
Os.42815.1.S1_at	LOC_Os07g42395
Os.47364.1.S1_at	LOC_Os07g42395
Os.13876.1.S1_a_at	LOC_Os07g42400
Os.13876.2.S1_x_at	LOC_Os07g42400
Os.8811.1.S1_at	LOC_Os07g42410
Os.37967.1.S1_at	LOC_Os07g42420
Os.42814.1.S1_x_at	LOC_Os07g42440
Os.9860.1.S1_at	LOC_Os07g42490
Os.8759.1.S1_at	LOC_Os07g42500
Os.10293.1.S1_at	LOC_Os07g42510
Os.42812.1.A1_at	LOC_Os07g42520
OsAffx.28876.1.S1_at	LOC_Os07g42590
Os.37629.1.S1_at	LOC_Os07g42600
Os.42801.1.S1_at	LOC_Os07g42626
OsAffx.5613.1.S1_x_at	LOC_Os07g42632
Os.37520.1.S1_at	LOC_Os07g42640
Os.48008.1.S1_x_at	LOC_Os07g42640
Os.22703.1.S1_at	LOC_Os07g42650
Os.18196.1.S1_at	LOC_Os07g42700
Os.12778.1.S2_at	LOC_Os07g42714
Os.31290.1.S1_at	LOC_Os07g42740
Os.45890.1.S1_at	LOC_Os07g42760
Os.12643.1.S1_a_at	LOC_Os07g42770
Os.12643.3.S1_x_at	LOC_Os07g42770
Os.26773.1.S1_at	LOC_Os07g42800
Os.26704.1.S1_a_at	LOC_Os07g42810
Os.2213.1.S1_a_at	LOC_Os07g42820
Os.2213.1.S1_at	LOC_Os07g42820
Os.2213.2.S1_x_at	LOC_Os07g42820
Os.22837.1.A1_at	LOC_Os07g42860
Os.42789.1.S1_at	LOC_Os07g42880
OsAffx.9664.1.S1_at	LOC_Os07g42885
Os.16990.1.S1_a_at	LOC_Os07g42890
Os.47988.1.S1_at	LOC_Os07g42895
Os.24981.1.A1_at	LOC_Os07g42900
Os.16582.1.S1_at	LOC_Os07g42910
OsAffx.28880.1.S1_s_at	LOC_Os07g42910
Os.16704.1.S1_at	LOC_Os07g42940
Os.8316.1.S1_at	LOC_Os07g42950
Os.22631.1.S1_a_at	LOC_Os07g42960
Os.55451.1.S1_at	LOC_Os07g42970
Os.54930.1.S1_at	LOC_Os07g42994
Os.15811.1.S1_at	LOC_Os07g43010
Os.51780.1.S1_at	LOC_Os07g43020
Os.7722.1.S1_at	LOC_Os07g43030
OsAffx.5617.1.S1_x_at	LOC_Os07g43030
Os.50778.1.S1_at	LOC_Os07g43040
Os.11117.1.S1_at	LOC_Os07g43050
Os.11117.1.S2_at	LOC_Os07g43050
OsAffx.16690.1.S1_s_at	LOC_Os07g43060
Os.11123.1.S1_at	LOC_Os07g43070
Os.56349.1.S1_at	LOC_Os07g43160
Os.10034.1.S1_at	LOC_Os07g43170
Os.9982.1.S1_at	LOC_Os07g43240
Os.45955.1.S1_at	LOC_Os07g43260
Os.9342.1.S1_at	LOC_Os07g43290
Os.37786.1.S1_at	LOC_Os07g43310
Os.36427.2.S1_x_at	LOC_Os07g43316
Os.32430.1.S1_at	LOC_Os07g43322
OsAffx.16693.1.S1_x_at	LOC_Os07g43322
Os.21364.1.S1_at	LOC_Os07g43330
Os.21364.2.S1_x_at	LOC_Os07g43330
Os.32679.1.S1_at	LOC_Os07g43350
Os.9844.1.A1_at	LOC_Os07g43360
Os.35708.1.S1_at	LOC_Os07g43370
Os.7999.1.S1_at	LOC_Os07g43380
Os.18573.1.S1_at	LOC_Os07g43390
Os.24983.1.S1_at	LOC_Os07g43420
Os.41128.1.S1_at	LOC_Os07g43430
OsAffx.16695.1.S1_s_at	LOC_Os07g43440
Os.29063.2.S1_at	LOC_Os07g43460
Os.10918.1.S1_at	LOC_Os07g43470
Os.41122.1.S1_at	LOC_Os07g43510
Os.34549.1.S1_at	LOC_Os07g43530
OsAffx.16697.1.S1_at	LOC_Os07g43540
Os.25588.1.S1_a_at	LOC_Os07g43580
Os.25588.2.S1_x_at	LOC_Os07g43580
Os.25740.1.S1_at	LOC_Os07g43604
Os.6651.1.S1_at	LOC_Os07g43670
Os.8080.1.S1_at	LOC_Os07g43710
Os.8080.2.S1_x_at	LOC_Os07g43710
Os.52378.1.S1_at	LOC_Os07g43720
Os.10158.1.S1_at	LOC_Os07g43730
OsAffx.16702.1.S1_at	LOC_Os07g43730
Os.41109.1.S1_at	LOC_Os07g43740
Os.41109.1.S1_x_at	LOC_Os07g43740
Os.12208.1.S1_at	LOC_Os07g43770
OsAffx.5627.1.S1_at	LOC_Os07g43770
Os.37996.1.S1_at	LOC_Os07g43800
Os.14271.1.S1_at	LOC_Os07g43810
Os.23682.1.S1_at	LOC_Os07g43870
Os.23682.1.S1_s_at	LOC_Os07g43870
Os.13508.1.S1_at	LOC_Os07g43890
Os.11593.1.S1_x_at	LOC_Os07g43900
OsAffx.16705.1.S1_at	LOC_Os07g43900
OsAffx.28892.1.S1_at	LOC_Os07g43925
Os.11198.1.S1_a_at	LOC_Os07g43940
Os.11198.3.S1_x_at	LOC_Os07g43940
Os.38021.1.S1_at	LOC_Os07g43950
OsAffx.28893.1.S1_at	LOC_Os07g43960
Os.34315.1.S1_at	LOC_Os07g43970
Os.41098.1.S1_at	LOC_Os07g43980
Os.8175.1.S1_at	LOC_Os07g43990
OsAffx.20827.1.S1_at	LOC_Os07g43990
Os.9811.1.S1_at	LOC_Os07g44004
OsAffx.28966.1.S1_at	LOC_Os07g44030
Os.20297.1.S1_at	LOC_Os07g44040
Os.20864.1.A1_at	LOC_Os07g44050
Os.18217.1.S1_s_at	LOC_Os07g44070
Os.37692.1.S1_at	LOC_Os07g44070
Os.9067.1.S1_at	LOC_Os07g44140
Os.46402.1.S1_at	LOC_Os07g44180
Os.13464.1.S1_at	LOC_Os07g44190
Os.52622.1.S1_at	LOC_Os07g44200
Os.23232.1.S1_at	LOC_Os07g44210
Os.53888.1.S1_at	LOC_Os07g44230
Os.12381.1.S1_s_at	LOC_Os07g44250
Os.12381.1.S1_x_at	LOC_Os07g44250
OsAffx.16709.2.S1_s_at	LOC_Os07g44280
Os.26927.1.S1_at	LOC_Os07g44290
Os.54134.1.S1_at	LOC_Os07g44290
Os.57202.1.S1_at	LOC_Os07g44310
OsAffx.5631.1.S1_at	LOC_Os07g44310
Os.27473.1.S1_at	LOC_Os07g44320
Os.2914.1.S1_at	LOC_Os07g44330
Os.7186.1.S1_at	LOC_Os07g44350
OsAffx.5632.1.S1_x_at	LOC_Os07g44380
Os.5059.1.S1_at	LOC_Os07g44400
Os.15471.1.S1_at	LOC_Os07g44410
Os.13972.1.S1_at	LOC_Os07g44430
Os.30326.1.S1_at	LOC_Os07g44450
Os.10029.1.S1_at	LOC_Os07g44550
OsAffx.5636.1.S1_at	LOC_Os07g44560
Os.56899.1.S1_at	LOC_Os07g44590
Os.8636.1.S1_at	LOC_Os07g44610
Os.37651.1.S1_at	LOC_Os07g44620
OsAffx.28902.1.S1_s_at	LOC_Os07g44630
Os.54510.1.S1_at	LOC_Os07g44640
Os.12246.1.S1_at	LOC_Os07g44650
Os.16887.1.S1_at	LOC_Os07g44660
Os.50643.1.S1_a_at	LOC_Os07g44690
Os.50643.2.S1_x_at	LOC_Os07g44690
Os.53916.1.S1_at	LOC_Os07g44700
Os.26585.1.A1_at	LOC_Os07g44710
Os.25373.1.S1_at	LOC_Os07g44730
Os.12190.1.S1_at	LOC_Os07g44740
Os.46764.1.A1_at	LOC_Os07g44744
Os.53868.1.S1_at	LOC_Os07g44770
Os.53868.1.S1_s_at	LOC_Os07g44770
Os.37457.1.S1_at	LOC_Os07g44780
Os.45950.1.A1_at	LOC_Os07g44800
Os.10976.1.A1_at	LOC_Os07g44820
Os.10976.1.A1_x_at	LOC_Os07g44820
Os.33874.2.A1_x_at	LOC_Os07g44830
Os.37200.1.S1_at	LOC_Os07g44840
Os.30311.1.S1_at	LOC_Os07g44860
Os.28558.1.S1_at	LOC_Os07g44890
Os.29933.1.S1_at	LOC_Os07g44910
Os.9828.1.S1_at	LOC_Os07g44920
Os.36008.1.S1_at	LOC_Os07g44940
Os.36008.2.S1_x_at	LOC_Os07g44940
Os.36008.3.S1_at	LOC_Os07g44940
Os.36008.3.S1_x_at	LOC_Os07g44940
Os.16597.1.S1_s_at	LOC_Os07g44950
Os.8486.1.S1_a_at	LOC_Os07g44960
Os.8486.1.S2_s_at	LOC_Os07g44960
Os.33176.1.S1_at	LOC_Os07g44970
Os.27701.1.A1_at	LOC_Os07g45000
Os.9211.1.S1_at	LOC_Os07g45060
Os.6145.1.S1_at	LOC_Os07g45064
Os.7533.1.S1_at	LOC_Os07g45074
Os.7359.1.S1_at	LOC_Os07g45090
Os.45919.1.S1_at	LOC_Os07g45100
Os.50355.1.S1_at	LOC_Os07g45120
Os.26481.1.S1_at	LOC_Os07g45160
Os.20299.2.S1_at	LOC_Os07g45194
Os.20299.1.S1_at	LOC_Os07g45195
Os.50051.1.S1_at	LOC_Os07g45210
Os.34356.1.S1_at	LOC_Os07g45260
Os.35897.1.A1_at	LOC_Os07g45280
OsAffx.10304.1.S1_s_at	LOC_Os07g45300
OsAffx.10304.2.S1_at	LOC_Os07g45300
Os.17884.1.S1_at	LOC_Os07g45310
Os.7852.2.S1_s_at	LOC_Os07g45320
Os.55007.1.S1_at	LOC_Os07g45330
Os.55007.1.S1_x_at	LOC_Os07g45330
Os.5183.1.S1_x_at	LOC_Os07g45350
Os.5183.2.S1_at	LOC_Os07g45350
Os.36973.1.S1_at	LOC_Os07g45400
Os.37304.1.S1_at	LOC_Os07g45439
OsAffx.1527.2.A1_at	LOC_Os07g45960
Os.31644.1.S1_at	LOC_Os07g46039
Os.50574.1.S1_at	LOC_Os07g46060
Os.11898.1.S1_at	LOC_Os07g46160
Os.16136.1.S1_at	LOC_Os07g46170
OsAffx.28927.1.S1_at	LOC_Os07g46170
OsAffx.28927.1.S1_x_at	LOC_Os07g46170
Os.12940.1.S1_at	LOC_Os07g46180
Os.5127.1.S1_at	LOC_Os07g46220
Os.5127.1.S1_x_at	LOC_Os07g46220
Os.20617.1.S1_at	LOC_Os07g46280
Os.20617.2.S1_x_at	LOC_Os07g46280
Os.25569.1.S1_at	LOC_Os07g46300
Os.37215.1.S1_at	LOC_Os07g46320
Os.5160.1.S1_at	LOC_Os07g46330
Os.5110.1.S1_at	LOC_Os07g46340
OsAffx.16733.1.S1_at	LOC_Os07g46340
OsAffx.16733.1.S1_s_at	LOC_Os07g46340
Os.6035.1.S1_at	LOC_Os07g46350
Os.30832.1.S1_at	LOC_Os07g46360
Os.6412.1.S1_at	LOC_Os07g46370
Os.8756.2.A1_at	LOC_Os07g46380
Os.6097.2.S1_x_at	LOC_Os07g46390
Os.26780.1.S1_at	LOC_Os07g46400
Os.7284.1.S1_a_at	LOC_Os07g46410
Os.48017.1.S1_x_at	LOC_Os07g46420
Os.55366.1.S1_at	LOC_Os07g46420
Os.55366.1.S1_x_at	LOC_Os07g46420
Os.8743.1.S1_at	LOC_Os07g46430
Os.18009.1.S1_a_at	LOC_Os07g46440
Os.32521.1.S1_at	LOC_Os07g46450
Os.32521.3.S1_x_at	LOC_Os07g46450
Os.7907.1.S2_a_at	LOC_Os07g46460
Os.7907.1.S2_at	LOC_Os07g46460
Os.7907.2.S1_x_at	LOC_Os07g46460
Os.46987.1.S1_x_at	LOC_Os07g46480
Os.49519.1.S1_at	LOC_Os07g46480
Os.11460.1.S1_at	LOC_Os07g46490
Os.11488.1.S1_at	LOC_Os07g46500
Os.44618.1.S1_s_at	LOC_Os07g46500
Os.34873.1.S1_at	LOC_Os07g46510
Os.45924.1.S1_x_at	LOC_Os07g46520
OsAffx.28932.1.S1_at	LOC_Os07g46520
Os.47368.1.S1_x_at	LOC_Os07g46540
Os.9234.1.S1_at	LOC_Os07g46540
OsAffx.16735.1.S1_at	LOC_Os07g46550
Os.37064.1.S1_at	LOC_Os07g46555
Os.37064.2.S1_x_at	LOC_Os07g46555
Os.31545.1.S1_at	LOC_Os07g46560
Os.37097.1.S1_at	LOC_Os07g46570
Os.11138.1.S1_a_at	LOC_Os07g46590
Os.11138.1.S2_a_at	LOC_Os07g46590
Os.11138.2.S1_x_at	LOC_Os07g46590
Os.14772.1.S1_s_at	LOC_Os07g46590
Os.14772.1.S1_x_at	LOC_Os07g46590
Os.27129.1.S1_at	LOC_Os07g46600
Os.44613.1.S1_at	LOC_Os07g46610
Os.44611.1.S1_at	LOC_Os07g46620
Os.34191.1.S1_at	LOC_Os07g46630
Os.17163.1.S1_at	LOC_Os07g46640
Os.10037.1.S1_at	LOC_Os07g46660
Os.11719.1.S1_at	LOC_Os07g46670
Os.27554.1.S1_x_at	LOC_Os07g46690
OsAffx.21003.1.S1_at	LOC_Os07g46690
OsAffx.5653.1.S1_at	LOC_Os07g46690
Os.25027.1.S1_a_at	LOC_Os07g46700
Os.25027.3.S1_x_at	LOC_Os07g46700
Os.10460.1.S1_at	LOC_Os07g46710
Os.138.1.S1_at	LOC_Os07g46750
Os.27317.1.S1_at	LOC_Os07g46760
Os.31724.1.S1_at	LOC_Os07g46770
Os.21410.2.S1_x_at	LOC_Os07g46780
Os.9980.1.S1_at	LOC_Os07g46790
Os.9980.2.S1_x_at	LOC_Os07g46790
Os.57342.1.S1_at	LOC_Os07g46810
OsAffx.16738.1.S1_at	LOC_Os07g46810
Os.34737.2.S1_x_at	LOC_Os07g46820
Os.28282.1.S1_at	LOC_Os07g46846
Os.28282.2.S1_s_at	LOC_Os07g46846
Os.7935.1.S1_at	LOC_Os07g46852
Os.7935.1.S1_x_at	LOC_Os07g46852
Os.30239.1.S1_at	LOC_Os07g46910
Os.10002.1.S1_at	LOC_Os07g46950
Os.4169.1.S1_at	LOC_Os07g46990
Os.8736.1.S1_a_at	LOC_Os07g47040
Os.8736.1.S1_at	LOC_Os07g47040
Os.8736.2.S1_x_at	LOC_Os07g47040
Os.46037.1.S1_x_at	LOC_Os07g47070
OsAffx.16741.1.S1_s_at	LOC_Os07g47070
Os.35203.1.S1_at	LOC_Os07g47090
Os.4700.1.S1_at	LOC_Os07g47100
Os.21061.1.S1_at	LOC_Os07g47110
Os.46006.1.S1_at	LOC_Os07g47140
Os.33980.1.S1_at	LOC_Os07g47150
Os.33980.2.S1_x_at	LOC_Os07g47150
OsAffx.28940.1.S1_at	LOC_Os07g47160
OsAffx.16742.1.S1_at	LOC_Os07g47170
Os.38106.2.S1_x_at	LOC_Os07g47194
OsAffx.16743.1.S1_x_at	LOC_Os07g47194
Os.12427.1.S1_a_at	LOC_Os07g47201
Os.12427.2.S1_x_at	LOC_Os07g47201
Os.24995.1.S1_a_at	LOC_Os07g47250
Os.32411.1.S1_at	LOC_Os07g47260
Os.16760.1.S1_at	LOC_Os07g47270
Os.11026.1.S1_at	LOC_Os07g47290
Os.9678.1.S1_at	LOC_Os07g47300
Os.14765.1.S1_at	LOC_Os07g47340
Os.15701.1.S1_x_at	LOC_Os07g47350
Os.15701.2.S1_at	LOC_Os07g47350
Os.11884.1.S1_s_at	LOC_Os07g47360
OsAffx.28942.1.S1_at	LOC_Os07g47380
Os.18416.1.S1_at	LOC_Os07g47420
Os.9719.1.S1_at	LOC_Os07g47460
OsAffx.16751.1.S1_at	LOC_Os07g47470
Os.7607.1.S1_at	LOC_Os07g47480
OsAffx.5660.1.S1_at	LOC_Os07g47490
Os.10778.1.S1_at	LOC_Os07g47500
Os.11038.1.S1_at	LOC_Os07g47510
Os.13897.2.S1_at	LOC_Os07g47530
Os.16072.1.S1_at	LOC_Os07g47570
Os.10094.1.S1_at	LOC_Os07g47580
Os.53572.1.S1_at	LOC_Os07g47630
Os.10370.2.S1_at	LOC_Os07g47640
Os.10370.2.S1_x_at	LOC_Os07g47640
Os.53309.1.S1_at	LOC_Os07g47650
Os.20501.1.S1_at	LOC_Os07g47670
Os.7085.2.S1_x_at	LOC_Os07g47700
Os.48988.1.S1_at	LOC_Os07g47710
Os.56867.1.S1_at	LOC_Os07g47720
Os.50018.1.S1_at	LOC_Os07g47750
Os.39173.1.S1_at	LOC_Os07g47780
Os.8920.1.S1_at	LOC_Os07g47790
Os.27104.1.S1_at	LOC_Os07g47820
Os.51758.2.S1_at	LOC_Os07g47840
Os.14679.1.S1_at	LOC_Os07g47860
Os.5139.1.A1_at	LOC_Os07g47970
Os.5139.2.S1_at	LOC_Os07g47970
Os.5139.2.S1_x_at	LOC_Os07g47970
Os.5034.1.S1_at	LOC_Os07g47990
Os.2237.1.S1_at	LOC_Os07g48010
Os.22086.1.S1_at	LOC_Os07g48020
Os.11556.1.S1_at	LOC_Os07g48030
Os.54393.1.S1_at	LOC_Os07g48080
Os.17787.1.S1_at	LOC_Os07g48090
Os.4627.1.S1_x_at	LOC_Os07g48100
Os.4627.2.S1_at	LOC_Os07g48100
Os.56227.1.S1_s_at	LOC_Os07g48110
Os.13483.1.S1_at	LOC_Os07g48130
Os.54703.1.S1_at	LOC_Os07g48150
Os.11960.1.S1_at	LOC_Os07g48160
Os.54213.1.S1_at	LOC_Os07g48180
Os.20963.1.S1_at	LOC_Os07g48200
Os.26706.1.S1_at	LOC_Os07g48229
Os.11504.1.S1_at	LOC_Os07g48244
Os.11321.1.S1_at	LOC_Os07g48260
Os.15665.1.S1_at	LOC_Os07g48270
Os.15284.1.S1_at	LOC_Os07g48280
Os.47332.1.S1_at	LOC_Os07g48310
Os.52112.1.S1_at	LOC_Os07g48320
Os.19006.1.S1_a_at	LOC_Os07g48350
Os.53598.1.S1_at	LOC_Os07g48360
Os.25298.1.S1_at	LOC_Os07g48370
Os.5185.1.S1_at	LOC_Os07g48390
Os.56910.1.S1_s_at	LOC_Os07g48390
Os.4796.1.S1_at	LOC_Os07g48410
Os.4796.1.S2_at	LOC_Os07g48410
Os.16088.1.S1_x_at	LOC_Os07g48420
Os.16088.2.S1_at	LOC_Os07g48420
Os.26730.1.S1_at	LOC_Os07g48430
Os.18595.1.A1_at	LOC_Os07g48450
Os.27926.1.A1_s_at	LOC_Os07g48460
Os.12809.1.S1_at	LOC_Os07g48490
Os.12809.1.S1_s_at	LOC_Os07g48490
Os.48976.1.A1_s_at	LOC_Os07g48500
Os.11997.1.S1_at	LOC_Os07g48510
Os.23964.1.S1_at	LOC_Os07g48520
Os.23964.2.S1_x_at	LOC_Os07g48520
Os.23964.3.S1_at	LOC_Os07g48520
OsAffx.28956.1.S1_s_at	LOC_Os07g48520
Os.7362.1.S1_at	LOC_Os07g48550
Os.51714.1.S1_at	LOC_Os07g48560
Os.52524.1.S1_at	LOC_Os07g48596
Os.10916.1.S1_at	LOC_Os07g48602
Os.53114.1.S1_at	LOC_Os07g48610
Os.10423.1.S1_at	LOC_Os07g48630
Os.10423.1.S1_s_at	LOC_Os07g48630
Os.36076.1.S1_at	LOC_Os07g48640
